Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
190030,  IS,00066,W    ,I-66 WB, ,000,Arlington County,000,Arlington County,0.61,SR 237 Fairfax Drive,SR 120 Glebe Rd,44000,G,99%,1%,0%,0%,0%,0%,F,0.0727,,1.0000,46000,G,2016,,90000,G,99%,1%,0%,0%,0%,0%,F,0.0672,,0.5450,96000,G
190029,  IS,00066,W    ,I-66 WB, ,000,Arlington County,000,Arlington County,1.02,SR 120 Glebe Rd,US 29 Lee Hwy Cherrydale,50000,B,99%,1%,0%,0%,0%,0%,C,0.0708,,1.0000,52000,B,2016,,103000,B,99%,1%,0%,0%,0%,0%,C,0.0679,,0.5313,109000,B
190028,  IS,00066,W    ,I-66 WB, ,000,Arlington County,000,Arlington County,0.98,US 29 Lee Hwy Cherrydale,US 29 Near 20th Rd,45000,G,99%,1%,0%,0%,0%,0%,F,0.0719,,1.0000,47000,G,2016,,92000,G,99%,1%,0%,0%,0%,0%,F,0.0685,,0.5711,97000,G
190027,  IS,00066,W    ,I-66 WB, ,000,Arlington County,000,Arlington County,0.87,US 29 Near 20th Rd,Lynn St Rosslyn,37000,G,99%,1%,0%,0%,0%,0%,F,0.0740,,1.0000,39000,G,2016,,76000,G,99%,1%,0%,0%,0%,0%,F,0.0666,,0.5650,81000,G
190026,  IS,00066,W    ,I-66 WB, ,000,Arlington County,000,Arlington County,0.49,Lynn St Rosslyn,"DC Line, Potomac River; Roosevelt Bridge",47000,G,99%,1%,0%,0%,0%,0%,F,0.0771,,1.0000,50000,G,2016,,102000,G,99%,1%,0%,0%,0%,0%,F,0.0750,,0.5274,108000,G
782863,  IS,00066,W069A,I-66 WB Exit 069A,Ramp,000,Arlington County,000,Arlington County,0.08,I-66 West,Ramp Split,5500,G,,,,,,,X,0.0992,,1.0000,5500,G,2016,,,,,,,,,,,,,,,
782864,  IS,00066,W071A,I-66 WB Exit 071A,Ramp,000,Arlington County,000,Arlington County,0.12,I-66 West,SR 120 Glebe Rd,6900,G,,,,,,,X,0.0973,,1.0000,6900,G,2016,,,,,,,,,,,,,,,
782865,  IS,00066,W073A,I-66 WB Exit 073A,Ramp,000,Arlington County,000,Arlington County,0.14,I-66 West,"US 29, N Lynn St",11000,G,,,,,,,X,0.1047,,1.0000,11000,G,2016,,,,,,,,,,,,,,,
782866,  IS,00066,W075A,I-66 WB Exit 075A,Ramp,000,Arlington County,000,Arlington County,0.21,3US 50-P JB-VA-DC RAMP FROM RT 66 WEST,GEORGE WASHINGTON MEM PKWY FROM RT 66 WEST,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
797700,  IS,00095,1    ,I-95 Exp NB,NB Express Lanes,100,City of Alexandria,029,Fairfax County,0.95,Begin Express Roadway NB,US 1 Patrick St; Mill Rd,0,?,,,,,,,X,0.0000,,0.0000,,,,,142000,G,,,,,,,X,0.0000,,0.0000,,
797701,  IS,00095,1    ,I-95 Exp NB,NB Express Lanes,100,City of Alexandria,029,Fairfax County,0.87,US 1 Patrick St; Mill Rd,"District of Columbia Line, Potomac River",0,?,,,,,,,X,0.0000,,0.0000,,,,,149000,G,,,,,,,X,0.0000,,0.0000,,
797703,  IS,00095,3    ,I-95 Exp SB,SB Express Lanes,100,City of Alexandria,029,Fairfax County,0.80,End Express Lanes SB,US 1 Patrick St; Mill Rd,0,?,,,,,,,X,0.0000,,0.0000,,,,,142000,G,,,,,,,X,0.0000,,0.0000,,
797704,  IS,00095,3    ,I-95 Exp SB,SB Express Lanes,100,City of Alexandria,029,Fairfax County,0.95,US 1 Patrick St; Mill Rd,"District of Columbia Line, Potomac River",0,?,,,,,,,X,0.0000,,0.0000,,,,,149000,G,,,,,,,X,0.0000,,0.0000,,
797705,  IS,00095,3000A,I-95 Exp SB Exit 000A,Ramp,100,City of Alexandria,029,Fairfax County,0.65,I-95 SB Express Lanes,Mill Rd,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
090205,  IS,00095,N    ,I-95 NB,Capital Beltway,100,City of Alexandria,029,Fairfax County,0.25,Fairfax County Line,US 1 Richmond Hwy,70000,G,95%,1%,1%,1%,3%,0%,F,0.0743,,1.0000,68000,G,2016,Capital Beltway is also signed as I-495,142000,G,,,,,,,X,0.0671,,0.5155,,
090247,  IS,00095,N    ,I-95 NB,Capital Beltway,100,City of Alexandria,029,Fairfax County,1.07,US 1 Richmond Hwy,"District of Columbia Line, Potomac River",71000,G,92%,1%,1%,0%,6%,0%,F,0.0805,,1.0000,70000,G,2016,Capital Beltway is also signed as I-495,149000,G,,,,,,,X,0.0724,,0.5039,,
797720,  IS,00095,N177A,I-95 NB Exit 177A,Exit 177 A B,100,City of Alexandria,029,Fairfax County,0.11,I-95 N,Exit 177 A; Exit 177 B,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
789351,  IS,00095,N177A,I-95 NB Exit 177A,Exit 177 A,100,City of Alexandria,029,Fairfax County,0.09,Exit 177 A B,US 1 Richmond Hwy S,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
789352,  IS,00095,N177B,I-95 NB Exit 177B,Ramp,100,City of Alexandria,029,Fairfax County,0.37,I-95 N,US 1 Patrick St N,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
190087,  IS,00095,S    ,I-95 SB,Capital Beltway,100,City of Alexandria,029,Fairfax County,0.15,Fairfax County Line,US 1 Patrick St,72000,G,93%,1%,0%,0%,6%,0%,F,0.0678,,1.0000,70000,G,2016,Capital Beltway is also signed as I-495,142000,G,,,,,,,X,0.0671,,0.5155,,
190002,  IS,00095,S    ,I-95 SB,Capital Beltway,100,City of Alexandria,029,Fairfax County,1.17,US 1 Patrick St,"District of Columbia Line, Potomac River",78000,G,93%,1%,0%,0%,6%,0%,F,0.0698,,1.0000,78000,G,2016,Capital Beltway is also signed as I-495,149000,G,,,,,,,X,0.0724,,0.5039,,
789439,  IS,00095,S177A,I-95 SB Exit 177A,I-95 S Exit 177 A,100,City of Alexandria,029,Fairfax County,0.17,I-95 S,US 1 Richmond Hwy S,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
797721,  IS,00095,S177B,I-95 SB Exit 177B,I-95 S Exit 177 B C,100,City of Alexandria,029,Fairfax County,0.08,I-95 S,I-95 S Exit 177 B; I-95 S Exit 177 C,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
789440,  IS,00095,S177B,I-95 SB Exit 177B,I-95 S Exit 177 B,100,City of Alexandria,029,Fairfax County,0.09,I-95 S Exit 177 B C,US 1 Patrick St N,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
789441,  IS,00095,S177C,I-95 SB Exit 177C,I-95 S Exit 177 C,100,City of Alexandria,029,Fairfax County,0.10,I-95 S Exit 177 B C,Church St,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
090140,  SR,00110,     ,VA 110,Jefferson Davis Hwy,000,Arlington County,000,Arlington County,1.29,Arlington Ridge Rd,SR 27 Washington Blvd,63000,F,97%,1%,1%,1%,0%,0%,F,0.0778,,0.6221,68000,F,2016,,,,,,,,,,,,,,,
090215,  SR,00110,     ,VA 110,Jefferson Davis Hwy,000,Arlington County,000,Arlington County,1.12,SR 27 Washington Blvd,US 1; 4US 01-P SR110 EAST & BEGI,42000,G,97%,1%,1%,1%,0%,0%,C,0.0814,,0.5776,44000,G,2016,,,,,,,,,,,,,,,
782948,  SR,00110,E002A,VA 110 EB Exit 002A,Ramp,000,Arlington County,000,Arlington County,0.05,SR 110 TO RT 395 NORTH,TO ARMY NAVY DRIVE,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798070,  SR,00110,E002A,VA 110 EB Exit 002A,Ramp,000,Arlington County,000,Arlington County,0.05,Ramp to Army Navy Dr,I-395 North,9700,G,,,,,,,X,0.0767,,1.0000,9700,G,2016,,,,,,,,,,,,,,,
782949,  SR,00110,W000A,VA 110 WB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.15,SR 110 Jefferson Davis Hwy,I-66 West,21000,G,97%,1%,1%,1%,0%,0%,F,0.0869,,1.0000,23000,G,2016,,,,,,,,,,,,,,,
403825,  SR,00120,     ,VA 120,Glebe Rd,000,Arlington County,000,Arlington County,2.49,SR 123 Chain Bridge Rd,SR 309 Old Dominion Drive,12000,F,97%,1%,1%,1%,0%,0%,F,0.1075,,0.6383,13000,F,2016,,,,,,,,,,,,,,,
090068,  SR,00120,     ,VA 120,Glebe Rd,000,Arlington County,000,Arlington County,0.55,SR 309 Old Dominion Drive,US 29 Lee Highway,15000,F,97%,1%,1%,1%,0%,0%,F,0.0922,,0.5009,16000,F,2016,,,,,,,,,,,,,,,
090067,  SR,00120,     ,VA 120,Glebe Rd,000,Arlington County,000,Arlington County,0.79,US 29 Lee Highway,I-66,18000,F,97%,1%,1%,1%,0%,0%,F,0.0878,,0.5183,19000,F,2016,,,,,,,,,,,,,,,
090081,  SR,00120,     ,VA 120,Glebe Rd,000,Arlington County,000,Arlington County,0.14,I-66,SR 237 Washington Blvd,29000,F,97%,1%,1%,1%,0%,0%,F,0.0925,,0.6415,31000,F,2016,,,,,,,,,,,,,,,
090345,  SR,00120,     ,"VA 120, VA 237",Glebe Rd,000,Arlington County,000,Arlington County,0.25,SR 237 Washington Blvd,SR 237 Fairfax Dr,26000,G,97%,1%,1%,1%,0%,0%,F,0.0895,,0.6332,27000,G,2016,,,,,,,,,,,,,,,
090217,  SR,00120,     ,VA 120,Glebe Rd,000,Arlington County,000,Arlington County,1.13,SR 237 Fairfax Dr,US 50,28000,A,97%,1%,1%,1%,0%,0%,C,0.0826,,0.6212,30000,A,2016,,,,,,,,,,,,,,,
090166,  SR,00120,     ,VA 120,Glebe Rd,000,Arlington County,000,Arlington County,0.86,US 50,SR 244 Columbia Pike,31000,F,97%,1%,1%,1%,0%,0%,F,0.0843,,0.6389,34000,F,2016,,,,,,,,,,,,,,,
090164,  SR,00120,     ,VA 120,Glebe Rd,000,Arlington County,000,Arlington County,1.24,SR 244 Columbia Pike,I-395,23000,F,97%,1%,1%,1%,0%,0%,F,0.0829,,0.5318,24000,F,2016,,,,,,,,,,,,,,,
090142,  SR,00120,     ,VA 120,Glebe Rd,000,Arlington County,000,Arlington County,0.92,I-395,Arlington Ridge Rd,27000,F,97%,1%,1%,1%,0%,0%,F,0.0798,,0.5775,29000,F,2016,,,,,,,,,,,,,,,
090216,  SR,00120,     ,VA 120,Glebe Rd,000,Arlington County,000,Arlington County,0.73,Arlington Ridge Rd,US 1 Jefferson Davis Hwy,23000,F,97%,1%,1%,1%,0%,0%,F,0.0838,,0.7500,25000,F,2016,,,,,,,,,,,,,,,
782951,  SR,00120, 003A,VA 120 Exit 003A,Ramp,000,Arlington County,000,Arlington County,0.12,SR 120 Glebe Rd,I-66 East,7700,G,,,,,,,X,0.1115,,1.0000,7700,G,2016,,,,,,,,,,,,,,,
782952,  SR,00120,E007A,VA 120 EB Exit 007A,Ramp,000,Arlington County,000,Arlington County,0.13,SR 120 Glebe Rd,I-395 South Collector Rd,4600,G,,,,,,,X,0.0752,,1.0000,4600,G,2016,,,,,,,,,,,,,,,
782953,  SR,00120,E007B,VA 120 EB Exit 007B,Ramp,000,Arlington County,000,Arlington County,0.15,SR 120 Glebe Rd,I-395 North,2600,G,,,,,,,X,0.1129,,1.0000,2600,G,2016,,,,,,,,,,,,,,,
782954,  SR,00120,W007A,VA 120 WB Exit 007A,Ramp,000,Arlington County,000,Arlington County,0.10,SR 120 TO RT 395 NORTH & SOUTH,SR 120-W007B TO RT 395 NORTH,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
798071,  SR,00120,W007A,VA 120 WB Exit 007A,Ramp,000,Arlington County,000,Arlington County,0.10,SR 120-W007B TO RT 395 NORTH,I-395-S007X FROM RT 120 WEST00- GLEBE RO,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782955,  SR,00120,W007B,VA 120 WB Exit 007B,Ramp,000,Arlington County,000,Arlington County,0.10,SR 120-W007A TO RT 395 NORTH,I-395-N FROM RT 120 WEST00- GLEBE ROAD,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
090219,  SR,00123,     ,VA 123,Chain Bridge Rd,000,Arlington County,000,Arlington County,0.40,Fairfax County Line,"DC Line, Chain Bridge",12000,F,99%,0%,0%,0%,0%,0%,F,0.0964,,0.5058,15000,F,2016,,,,,,,,,,,,,,,
090220,  SR,00124,     ,VA 124,Spout Run Pkwy,000,Arlington County,000,Arlington County,0.17,US 29 Lee Hwy,Spout Run Parkway,16000,F,99%,1%,0%,0%,0%,0%,C,0.0981,,0.6459,18000,F,2016,,,,,,,,,,,,,,,
090221,  SR,00233,     ,VA 233, ,000,Arlington County,000,Arlington County,0.36,US 1 Jefferson Davis Hwy,Reagan National Airport,29000,F,97%,0%,2%,0%,0%,0%,C,0.0670,,0.5580,31000,F,2016,,,,,,,,,,,,,,,
190101,  SR,00236,     ,VA 236,Duke St,100,City of Alexandria,029,Fairfax County,0.06,Fairfax County Line,WCL Alexandria,33000,N,99%,1%,0%,0%,0%,0%,N,0.0885,,0.5027,36000,N,2016,,,,,,,,,,,,,,,
090260,  SR,00236,     ,VA 236,Duke St,100,City of Alexandria,029,Fairfax County,0.34,WCL Alexandria,I-395,55000,G,99%,1%,0%,0%,0%,0%,F,0.0705,,0.5022,60000,G,2016,,,,,,,,,,,,,,,
602003,  SR,00236,     ,VA 236,Duke St,100,City of Alexandria,100,City of Alexandria,0.32,I-395,SR 401 Van Dorn St,52000,F,98%,1%,1%,0%,0%,0%,F,0.0855,,0.6539,56000,F,2016,,,,,,,,,,,,,,,
602001,  SR,00236,     ,VA 236,Duke St,100,City of Alexandria,100,City of Alexandria,0.36,SR 401 Van Dorn St,N Pickett St,29000,G,98%,1%,1%,0%,0%,0%,F,0.0734,,0.5153,31000,G,2016,,,,,,,,,,,,,,,
602002,  SR,00236,     ,VA 236,Duke St,100,City of Alexandria,100,City of Alexandria,2.66,N Pickett St,SR 241 Telegraph Rd,31000,G,98%,1%,1%,0%,0%,0%,F,0.0798,,0.5876,34000,G,2016,,,,,,,,,,,,,,,
602004,  SR,00236,     ,VA 236,Duke St,100,City of Alexandria,100,City of Alexandria,1.26,SR 241 Telegraph Rd,US 1 SB Henry St,21000,G,98%,1%,1%,0%,0%,0%,C,0.0860,,0.6843,22000,G,2016,,,,,,,,,,,,,,,
602054,  SR,00236,     ,VA 236,Duke St,100,City of Alexandria,100,City of Alexandria,0.24,US 1 SB Henry St,SR 400 Washington St,8900,G,98%,1%,1%,0%,0%,0%,F,0.0785,,0.5608,9700,G,2016,,,,,,,,,,,,,,,
782966,  SR,00236, 010B,VA 236 Exit 010B,Ramp from Ramps from SR 236 EB and WB to I-395 NB,100,City of Alexandria,029,Fairfax County,0.14,SR 236-E010B; SR 236-W010B,I-395 North,8700,G,,,,,,,X,0.0765,,1.0000,8700,G,2016,,,,,,,,,,,,,,,
782967,  SR,00236,E010A,VA 236 EB Exit 010A,Ramp From SR 236 EB to I-395 NB and SB,100,City of Alexandria,029,Fairfax County,0.05,SR 236 Duke St,SR 236 E010B,19000,G,99%,1%,0%,0%,0%,0%,F,0.0000,,0.0000,21000,G,2016,,,,,,,,,,,,,,,
797601,  SR,00236,E010A,VA 236 EB Exit 010A,Ramp From SR 236 to I-395 SB,100,City of Alexandria,029,Fairfax County,0.23,SR 236 E010B,I-395-S,7100,G,99%,1%,0%,0%,0%,0%,F,0.0732,,1.0000,7600,G,2016,,,,,,,,,,,,,,,
782968,  SR,00236,E010B,VA 236 EB Exit 010B,Ramp,100,City of Alexandria,029,Fairfax County,0.28,SR 236-E010A TO RT 395 NORTH & SOUTH,SR 236-E010A TO RT 395 NORTH & SOUTH,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782969,  SR,00236,W010A,VA 236 WB Exit 010A,Ramp,100,City of Alexandria,029,Fairfax County,0.13,SR 236 TO RT 395 SOUTH,SR 236 TO RT 395 SOUTH,7800,G,,,,,,,X,0.0708,,1.0000,7800,G,2016,,,,,,,,,,,,,,,
782970,  SR,00236,W010B,VA 236 WB Exit 010B,Ramp,100,City of Alexandria,029,Fairfax County,0.14,SR 236 JB-29-100 MAINT BREAK RT 395,SR 236 JB-29-100 MAINT BREAK RT 395,11000,G,,,,,,,X,0.0678,,1.0000,11000,G,2016,,,,,,,,,,,,,,,
090211,  SR,00237,     ,"US 29, VA 237",Lee Highway,000,Arlington County,000,Arlington County,0.11,ECL Falls Church,US 29 Lee Hwy,22000,F,98%,0%,1%,0%,0%,0%,F,0.0876,,0.5384,25000,F,2016,,,,,,,,,,,,,,,
090229,  SR,00237,     ,VA 237,Washington Blvd,000,Arlington County,000,Arlington County,0.23,US 29 Lee Hwy,"SR 237 P, Washington Blvd",13000,F,98%,1%,0%,0%,0%,0%,C,0.0910,,1.0000,14000,F,2016,,27000,F,98%,1%,0%,0%,0%,0%,C,0.0826,,0.5464,29000,F
090223,  SR,00237,     ,VA 237,Washington Blvd,000,Arlington County,000,Arlington County,2.31,1SR 237-P,SR 120 Glebe Rd,14000,F,97%,1%,1%,1%,0%,0%,C,0.1014,,0.5199,15000,F,2016,,,,,,,,,,,,,,,
090345,  SR,00237,     ,"VA 120, VA 237",Glebe Rd,000,Arlington County,000,Arlington County,0.25,SR 120 Glebe Rd,"SR 120 Glebe Rd, Ballston",26000,G,97%,1%,1%,1%,0%,0%,F,0.0895,,0.6332,27000,G,2016,,,,,,,,,,,,,,,
090069,  SR,00237,     ,VA 237,Fairfax Dr,000,Arlington County,000,Arlington County,0.91,"SR 120 Glebe Rd, Ballston",10th St,17000,F,98%,1%,1%,1%,0%,0%,C,0.0790,,0.5898,18000,F,2016,,,,,,,,,,,,,,,
090222,  SR,00237,     ,VA 237,10th St,000,Arlington County,000,Arlington County,0.83,Fairfax Dr,US 50 Arlington Blvd,12000,F,99%,0%,1%,0%,0%,0%,C,0.0922,,0.6068,13000,F,2016,,,,,,,,,,,,,,,
090228, 1SR,00237,P    ,"US 29, VA 237 Par",Lee Highway,000,Arlington County,000,Arlington County,0.07,SR 237,US 29 Lee Hwy,22000,N,98%,0%,1%,0%,0%,0%,N,0.1078,,0.5168,24000,N,2016,,,,,,,,,,,,,,,
090224, 1SR,00237,P    ,VA 237 Par,Washington Blvd,000,Arlington County,000,Arlington County,0.17,US 29 Lee Hwy,SR 237 Washington Blvd,14000,F,98%,1%,0%,0%,0%,0%,C,0.0877,,1.0000,15000,F,2016,,27000,F,98%,1%,0%,0%,0%,0%,C,0.0826,,0.5464,29000,F
090277,  SR,00241,     ,VA 241,Telegraph Rd,100,City of Alexandria,029,Fairfax County,0.39,Fairfax County Line,Maintenance Break,57000,N,97%,2%,1%,0%,0%,0%,N,0.0928,,0.6405,62000,N,2016,,,,,,,,,,,,,,,
602012,  SR,00241,     ,VA 241,Telegraph Rd,100,City of Alexandria,100,City of Alexandria,0.21,Maintenance Break,SR 236 WB,64000,G,97%,2%,1%,0%,0%,0%,F,0.0949,,0.7046,70000,G,2016,,,,,,,,,,,,,,,
090193,  SR,00244,     ,VA 244,Columbia Pike,000,Arlington County,000,Arlington County,0.37,State Maintenance Boundary,SR 27; Pentagon Rd,8000,N,97%,2%,1%,0%,0%,0%,N,0.1030,,0.6686,8500,N,2016,,,,,,,,,,,,,,,
090072,  SR,00309,     ,VA 309,Old Dominion Dr,000,Arlington County,000,Arlington County,1.18,Fairfax County Line,SR 120 Glebe Rd,15000,G,98%,1%,1%,0%,0%,0%,F,0.1068,,0.5243,16000,G,2016,,,,,,,,,,,,,,,
090356,  SR,00309,     ,VA 309,Old Dominion Dr,000,Arlington County,000,Arlington County,0.59,SR 120 Glebe Rd,US 29 Lee Hwy,14000,F,98%,1%,1%,0%,0%,0%,C,0.1160,,0.6412,15000,F,2016,,,,,,,,,,,,,,,
090353,  SR,00309,     ,"US 29, VA 309",Old Dominion Dr,000,Arlington County,000,Arlington County,0.05,US 29 Lee Hwy,"US 29 Old Dominion Dr, Wakefield St",29000,F,98%,0%,1%,0%,0%,0%,F,0.1060,,0.6699,33000,F,2016,,,,,,,,,,,,,,,
090226,  SR,00309,     ,VA 309,Lee Highway,000,Arlington County,000,Arlington County,0.70,"US 29 Old Dominion Dr, Wakefield St","US 29 Lee Hwy, Quincy St",6300,F,98%,1%,1%,0%,0%,0%,F,0.1222,,0.6700,6700,F,2016,,,,,,,,,,,,,,,
199748,  IS,00395,1    ,I-395 Exp NB,Northbound Express Lane,000,Arlington County,000,Arlington County,1.21,Reversible Lane Split,District of Columbia Line,24000,G,97%,2%,0%,0%,0%,0%,F,0.1265,,1.0000,31000,G,2016,,145000,G,97%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,160000,G
782869,  IS,00395,1000A,I-395 Exp NB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.10,I-395-1 TO PENTAGON & EADS ST-BUSES ONL,00-6723; 00-6723- 1A FROM & TO RT 39,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
199749,  IS,00395,3    ,I-395 Exp SB,Southbound Express Lane,000,Arlington County,000,Arlington County,1.21,Reversible Lane Split,District of Columbia Line,14000,G,97%,2%,0%,0%,0%,0%,F,0.1237,,1.0000,18000,G,2016,,145000,G,97%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,160000,G
782870,  IS,00395,3000A,I-395 Exp SB Exit 000A,Ramp,000,Arlington County,000,Arlington County,0.03,I-395-3 TO RT 395 SOUTH,I-395-S FROM RT 395 SO EXPRESS,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782871,  IS,00395,3000B,I-395 Exp SB Exit 000B,Ramp,000,Arlington County,000,Arlington County,0.12,I-395-3 TO PENTAGON & EADS ST-BUSES ONL,00-6723 PENTAGON ROTARY ROADWAY FROM R,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
090273,  IS,00395,N    ,I-395 NB, ,100,City of Alexandria,029,Fairfax County,0.21,Fairfax County Line,SR 236 Duke St,80000,A,98%,1%,1%,1%,1%,0%,C,0.0748,,1.0000,83000,A,2016,,183000,A,98%,1%,1%,1%,1%,0%,C,0.0000,,0.0000,196000,A
190068,  IS,00395,N    ,I-395 NB, ,100,City of Alexandria,029,Fairfax County,1.64,SR 236 Duke St,Seminary Rd,79000,G,98%,1%,1%,1%,1%,0%,F,0.0741,,1.0000,81000,G,2016,,185000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,199000,G
190069,  IS,00395,N    ,I-395 NB, ,100,City of Alexandria,029,Fairfax County,1.11,Seminary Rd,"SR 7 King St, Arlington County Line",82000,G,98%,1%,1%,1%,1%,0%,F,0.0750,,1.0000,84000,G,2016,,191000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,205000,G
190306,  IS,00395,N    ,I-395 NB, ,000,Arlington County,000,Arlington County,0.77,"SR 7 King St, Arlington County Line","Quaker Lane, WCL Alexandria",91000,G,98%,1%,1%,1%,1%,0%,F,0.0837,,1.0000,94000,G,2016,,212000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,227000,G
190310,  IS,00395,N    ,I-395 NB, ,100,City of Alexandria,000,Arlington County,0.26,"Quaker Lane, Arlington County Line",Arlington County Line,91000,G,98%,1%,1%,1%,1%,0%,F,0.0837,,1.0000,94000,G,2016,,215000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,231000,G
090347,  IS,00395,N    ,I-395 NB, ,000,Arlington County,000,Arlington County,0.15,WCL Alexandria,SR 120 Glebe Rd,91000,G,98%,1%,1%,1%,1%,0%,F,0.0837,,1.0000,94000,G,2016,,215000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,231000,G
090348,  IS,00395,N    ,I-395 NB, ,000,Arlington County,000,Arlington County,1.20,SR 120 Glebe Rd,SR 27 Washington Boulevard,96000,G,98%,1%,1%,1%,1%,0%,F,0.0854,,1.0000,99000,G,2016,,217000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,233000,G
190070,  IS,00395,N    ,I-395 NB, ,000,Arlington County,000,Arlington County,1.42,SR 27 Washington Boulevard,US 1 Jefferson Davis Hwy,53000,G,98%,1%,1%,1%,1%,0%,F,0.0869,,1.0000,54000,G,2016,,145000,G,97%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,160000,G
090357,  IS,00395,N    ,"I-395 NB, US 1", ,000,Arlington County,000,Arlington County,0.55,US 1 Jefferson Davis Hwy,George Washington Parkway,69000,G,98%,1%,1%,1%,1%,0%,F,0.0730,,1.0000,71000,G,2016,,196000,G,98%,1%,1%,1%,1%,0%,F,0.0000,,0.0000,212000,G
090359,  IS,00395,N    ,"I-395 NB, US 1", ,000,Arlington County,000,Arlington County,0.02,George Washington Parkway,District of Columbia Line,69000,N,98%,1%,1%,1%,1%,0%,N,0.0730,,1.0000,71000,N,2016,,196000,N,98%,1%,1%,1%,1%,0%,N,0.0000,,0.0000,212000,N
782876,  IS,00395,N003A,I-395 NB Exit 003A,Ramp,100,City of Alexandria,029,Fairfax County,0.20,I-395 North,"SR 236 E, Duke St",8400,G,,,,,,,X,0.0917,,1.0000,8400,G,2016,,,,,,,,,,,,,,,
782877,  IS,00395,N003B,I-395 NB Exit 003B,Ramp,100,City of Alexandria,029,Fairfax County,0.13,I-395 North,"SR 236 W, Duke St",7100,G,,,,,,,X,0.0816,,1.0000,7100,G,2016,,,,,,,,,,,,,,,
782878,  IS,00395,N004X,I-395 NB Exit 004X,Ramp,100,City of Alexandria,029,Fairfax County,0.18,I-395 North,Seminary Rd,13000,G,,,,,,,X,0.0746,,1.0000,13000,G,2016,,,,,,,,,,,,,,,
797985,  IS,00395,N004X,I-395 NB Exit 004X,Ramp,100,City of Alexandria,029,Fairfax County,0.16,SR 420-W000X RT 395 N & RT 420 WEST COLL,I-395-N FROM RT 42000- SEMINARY ROAD,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782879,  IS,00395,N005A,I-395 NB Exit 005A,Ramp,100,City of Alexandria,000,Arlington County,0.30,I-395 North,Ramp Split,10000,G,,,,,,,X,0.0879,,1.0000,10000,G,2016,,,,,,,,,,,,,,,
782880,  IS,00395,N005B,I-395 NB Exit 005B,Ramp,100,City of Alexandria,000,Arlington County,0.27,I-395-N005A TO RT EAST & WEST00- KING ST,I-395-N005A TO RT EAST & WEST00- KING ST,0,?,,,,,,,X,0.0000,,0.0000,,,,,,,,,,,,,,,,,,
782881,  IS,00395,N006A,I-395 NB Exit 006A,Ramp,100,City of Alexandria,000,Arlington County,0.07,I-395 North,I-395 North Exit 6B Ramp,8100,G,,,,,,,X,0.0923,,1.0000,8100,G,2016,,,,,,,,,,,,,,,
